bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
CB 84,jafont_18.tex,CB,84,132,9,5,U+D325,팥,hangulfont_9.tex.png:42,exact ff7K(PC).tbl byte position
CB 85,jafont_18.tex,CB,85,133,9,6,U+D328,패,hangulfont_9.tex.png:43,exact ff7K(PC).tbl byte position
CB 86,jafont_18.tex,CB,86,134,9,7,U+D329,팩,hangulfont_9.tex.png:44,exact ff7K(PC).tbl byte position
CB 87,jafont_18.tex,CB,87,135,9,8,U+D32C,팬,hangulfont_9.tex.png:45,exact ff7K(PC).tbl byte position
CB 89,jafont_18.tex,CB,89,137,9,10,U+D330,팰,hangulfont_9.tex.png:46,exact ff7K(PC).tbl byte position
CB 8A,jafont_18.tex,CB,8A,138,9,11,U+D338,팸,hangulfont_9.tex.png:47,exact ff7K(PC).tbl byte position
CB 8B,jafont_18.tex,CB,8B,139,9,12,U+D339,팹,hangulfont_9.tex.png:48,exact ff7K(PC).tbl byte position
CB 8C,jafont_18.tex,CB,8C,140,9,13,U+D33B,팻,hangulfont_9.tex.png:49,exact ff7K(PC).tbl byte position
CB 8D,jafont_18.tex,CB,8D,141,9,14,U+D33C,팼,hangulfont_9.tex.png:4A,exact ff7K(PC).tbl byte position
CB 8E,jafont_18.tex,CB,8E,142,9,15,U+D33D,팽,hangulfont_9.tex.png:4B,exact ff7K(PC).tbl byte position
CB 8F,jafont_18.tex,CB,8F,143,9,16,U+D344,퍄,hangulfont_9.tex.png:4C,exact ff7K(PC).tbl byte position
CB 90,jafont_18.tex,CB,90,144,10,1,U+D345,퍅,hangulfont_9.tex.png:4D,exact ff7K(PC).tbl byte position
CB 91,jafont_18.tex,CB,91,145,10,2,U+D37C,퍼,hangulfont_9.tex.png:4E,exact ff7K(PC).tbl byte position
CB 92,jafont_18.tex,CB,92,146,10,3,U+D37D,퍽,hangulfont_9.tex.png:4F,exact ff7K(PC).tbl byte position
CB 93,jafont_18.tex,CB,93,147,10,4,U+D380,펀,hangulfont_9.tex.png:50,exact ff7K(PC).tbl byte position
CB 94,jafont_18.tex,CB,94,148,10,5,U+D384,펄,hangulfont_9.tex.png:51,exact ff7K(PC).tbl byte position
CB 95,jafont_18.tex,CB,95,149,10,6,U+D38C,펌,hangulfont_9.tex.png:52,exact ff7K(PC).tbl byte position
CB 96,jafont_18.tex,CB,96,150,10,7,U+D38D,펍,hangulfont_9.tex.png:53,exact ff7K(PC).tbl byte position
CB 97,jafont_18.tex,CB,97,151,10,8,U+D38F,펏,hangulfont_9.tex.png:54,exact ff7K(PC).tbl byte position
CB 98,jafont_18.tex,CB,98,152,10,9,U+D390,펐,hangulfont_9.tex.png:55,exact ff7K(PC).tbl byte position
CB 99,jafont_18.tex,CB,99,153,10,10,U+D391,펑,hangulfont_9.tex.png:56,exact ff7K(PC).tbl byte position
CB 9A,jafont_18.tex,CB,9A,154,10,11,U+D398,페,hangulfont_9.tex.png:57,exact ff7K(PC).tbl byte position
CB 9B,jafont_18.tex,CB,9B,155,10,12,U+D399,펙,hangulfont_9.tex.png:58,exact ff7K(PC).tbl byte position
CB 9C,jafont_18.tex,CB,9C,156,10,13,U+D39C,펜,hangulfont_9.tex.png:59,exact ff7K(PC).tbl byte position
CB 9E,jafont_18.tex,CB,9E,158,10,15,U+D3A0,펠,hangulfont_9.tex.png:5A,exact ff7K(PC).tbl byte position
CB 9F,jafont_18.tex,CB,9F,159,10,16,U+D3A8,펨,hangulfont_9.tex.png:5B,exact ff7K(PC).tbl byte position
CB A0,jafont_18.tex,CB,A0,160,11,1,U+D3A9,펩,hangulfont_9.tex.png:5C,exact ff7K(PC).tbl byte position
CB A1,jafont_18.tex,CB,A1,161,11,2,U+D3AB,펫,hangulfont_9.tex.png:5D,exact ff7K(PC).tbl byte position
CB A2,jafont_18.tex,CB,A2,162,11,3,U+D3AD,펭,hangulfont_9.tex.png:5E,exact ff7K(PC).tbl byte position
CB A3,jafont_18.tex,CB,A3,163,11,4,U+D3B4,펴,hangulfont_9.tex.png:5F,exact ff7K(PC).tbl byte position
CB A4,jafont_18.tex,CB,A4,164,11,5,U+D3B8,편,hangulfont_9.tex.png:60,exact ff7K(PC).tbl byte position
CB A5,jafont_18.tex,CB,A5,165,11,6,U+D3BC,펼,hangulfont_9.tex.png:61,exact ff7K(PC).tbl byte position
CB A6,jafont_18.tex,CB,A6,166,11,7,U+D3C4,폄,hangulfont_9.tex.png:62,exact ff7K(PC).tbl byte position
CB A7,jafont_18.tex,CB,A7,167,11,8,U+D3C5,폅,hangulfont_9.tex.png:63,exact ff7K(PC).tbl byte position
CB A8,jafont_18.tex,CB,A8,168,11,9,U+D3C8,폈,hangulfont_9.tex.png:64,exact ff7K(PC).tbl byte position
CB A9,jafont_18.tex,CB,A9,169,11,10,U+D3C9,평,hangulfont_9.tex.png:65,exact ff7K(PC).tbl byte position
CB AA,jafont_18.tex,CB,AA,170,11,11,U+D3D0,폐,hangulfont_9.tex.png:66,exact ff7K(PC).tbl byte position
CB AB,jafont_18.tex,CB,AB,171,11,12,U+D3D8,폘,hangulfont_9.tex.png:67,exact ff7K(PC).tbl byte position
CB AC,jafont_18.tex,CB,AC,172,11,13,U+D3E1,폡,hangulfont_9.tex.png:68,exact ff7K(PC).tbl byte position
CB AD,jafont_18.tex,CB,AD,173,11,14,U+D3E3,폣,hangulfont_9.tex.png:69,exact ff7K(PC).tbl byte position
CB AE,jafont_18.tex,CB,AE,174,11,15,U+D3EC,포,hangulfont_9.tex.png:6A,exact ff7K(PC).tbl byte position
CB AF,jafont_18.tex,CB,AF,175,11,16,U+D3ED,폭,hangulfont_9.tex.png:6B,exact ff7K(PC).tbl byte position
CB B0,jafont_18.tex,CB,B0,176,12,1,U+D3F0,폰,hangulfont_9.tex.png:6C,exact ff7K(PC).tbl byte position
CB B1,jafont_18.tex,CB,B1,177,12,2,U+D3F4,폴,hangulfont_9.tex.png:6D,exact ff7K(PC).tbl byte position
CB B3,jafont_18.tex,CB,B3,179,12,4,U+D3FC,폼,hangulfont_9.tex.png:6E,exact ff7K(PC).tbl byte position
CB B4,jafont_18.tex,CB,B4,180,12,5,U+D3FD,폽,hangulfont_9.tex.png:6F,exact ff7K(PC).tbl byte position
CB B5,jafont_18.tex,CB,B5,181,12,6,U+D3FF,폿,hangulfont_9.tex.png:70,exact ff7K(PC).tbl byte position
CB B6,jafont_18.tex,CB,B6,182,12,7,U+D401,퐁,hangulfont_9.tex.png:71,exact ff7K(PC).tbl byte position
CB B7,jafont_18.tex,CB,B7,183,12,8,U+D408,퐈,hangulfont_9.tex.png:72,exact ff7K(PC).tbl byte position
CB B8,jafont_18.tex,CB,B8,184,12,9,U+D41D,퐝,hangulfont_9.tex.png:73,exact ff7K(PC).tbl byte position
CB B9,jafont_18.tex,CB,B9,185,12,10,U+D440,푀,hangulfont_9.tex.png:74,exact ff7K(PC).tbl byte position
CB BA,jafont_18.tex,CB,BA,186,12,11,U+D444,푄,hangulfont_9.tex.png:75,exact ff7K(PC).tbl byte position
CB BB,jafont_18.tex,CB,BB,187,12,12,U+D45C,표,hangulfont_9.tex.png:76,exact ff7K(PC).tbl byte position
CB BC,jafont_18.tex,CB,BC,188,12,13,U+D460,푠,hangulfont_9.tex.png:77,exact ff7K(PC).tbl byte position
CB BD,jafont_18.tex,CB,BD,189,12,14,U+D464,푤,hangulfont_9.tex.png:78,exact ff7K(PC).tbl byte position
CB BE,jafont_18.tex,CB,BE,190,12,15,U+D46D,푭,hangulfont_9.tex.png:79,exact ff7K(PC).tbl byte position
CB BF,jafont_18.tex,CB,BF,191,12,16,U+D46F,푯,hangulfont_9.tex.png:7A,exact ff7K(PC).tbl byte position
CC 00,jafont_19.tex,CC,00,0,1,1,U+D478,푸,hangulfont_9.tex.png:7B,exact ff7K(PC).tbl byte position
CC 01,jafont_19.tex,CC,01,1,1,2,U+D479,푹,hangulfont_9.tex.png:7C,exact ff7K(PC).tbl byte position
CC 02,jafont_19.tex,CC,02,2,1,3,U+D47C,푼,hangulfont_9.tex.png:7D,exact ff7K(PC).tbl byte position
CC 03,jafont_19.tex,CC,03,3,1,4,U+D47F,푿,hangulfont_9.tex.png:7E,exact ff7K(PC).tbl byte position
CC 04,jafont_19.tex,CC,04,4,1,5,U+D480,풀,hangulfont_9.tex.png:7F,exact ff7K(PC).tbl byte position
CC 05,jafont_19.tex,CC,05,5,1,6,U+D482,풂,hangulfont_9.tex.png:80,exact ff7K(PC).tbl byte position
CC 06,jafont_19.tex,CC,06,6,1,7,U+D488,품,hangulfont_9.tex.png:81,exact ff7K(PC).tbl byte position
CC 07,jafont_19.tex,CC,07,7,1,8,U+D489,풉,hangulfont_9.tex.png:82,exact ff7K(PC).tbl byte position
CC 08,jafont_19.tex,CC,08,8,1,9,U+D48B,풋,hangulfont_9.tex.png:83,exact ff7K(PC).tbl byte position
CC 09,jafont_19.tex,CC,09,9,1,10,U+D48D,풍,hangulfont_9.tex.png:84,exact ff7K(PC).tbl byte position
CC 0B,jafont_19.tex,CC,0B,11,1,12,U+D494,풔,hangulfont_9.tex.png:85,exact ff7K(PC).tbl byte position
CC 0C,jafont_19.tex,CC,0C,12,1,13,U+D4A9,풩,hangulfont_9.tex.png:86,exact ff7K(PC).tbl byte position
CC 0D,jafont_19.tex,CC,0D,13,1,14,U+D4CC,퓌,hangulfont_9.tex.png:87,exact ff7K(PC).tbl byte position
CC 0E,jafont_19.tex,CC,0E,14,1,15,U+D4D0,퓐,hangulfont_9.tex.png:88,exact ff7K(PC).tbl byte position
CC 0F,jafont_19.tex,CC,0F,15,1,16,U+D4D4,퓔,hangulfont_9.tex.png:89,exact ff7K(PC).tbl byte position
CC 10,jafont_19.tex,CC,10,16,2,1,U+D4DC,퓜,hangulfont_9.tex.png:8A,exact ff7K(PC).tbl byte position
CC 11,jafont_19.tex,CC,11,17,2,2,U+D4DF,퓟,hangulfont_9.tex.png:8B,exact ff7K(PC).tbl byte position
CC 12,jafont_19.tex,CC,12,18,2,3,U+D4E8,퓨,hangulfont_9.tex.png:8C,exact ff7K(PC).tbl byte position
CC 13,jafont_19.tex,CC,13,19,2,4,U+D4EC,퓬,hangulfont_9.tex.png:8D,exact ff7K(PC).tbl byte position
CC 14,jafont_19.tex,CC,14,20,2,5,U+D4F0,퓰,hangulfont_9.tex.png:8E,exact ff7K(PC).tbl byte position
CC 15,jafont_19.tex,CC,15,21,2,6,U+D4F8,퓸,hangulfont_9.tex.png:8F,exact ff7K(PC).tbl byte position
CC 16,jafont_19.tex,CC,16,22,2,7,U+D4FB,퓻,hangulfont_9.tex.png:90,exact ff7K(PC).tbl byte position
CC 17,jafont_19.tex,CC,17,23,2,8,U+D4FD,퓽,hangulfont_9.tex.png:91,exact ff7K(PC).tbl byte position
CC 18,jafont_19.tex,CC,18,24,2,9,U+D504,프,hangulfont_9.tex.png:92,exact ff7K(PC).tbl byte position
CC 19,jafont_19.tex,CC,19,25,2,10,U+D508,픈,hangulfont_9.tex.png:93,exact ff7K(PC).tbl byte position
CC 1A,jafont_19.tex,CC,1A,26,2,11,U+D50C,플,hangulfont_9.tex.png:94,exact ff7K(PC).tbl byte position
CC 1B,jafont_19.tex,CC,1B,27,2,12,U+D514,픔,hangulfont_9.tex.png:95,exact ff7K(PC).tbl byte position
CC 1C,jafont_19.tex,CC,1C,28,2,13,U+D515,픕,hangulfont_9.tex.png:96,exact ff7K(PC).tbl byte position
CC 1D,jafont_19.tex,CC,1D,29,2,14,U+D517,픗,hangulfont_9.tex.png:97,exact ff7K(PC).tbl byte position
CC 1E,jafont_19.tex,CC,1E,30,2,15,U+D53C,피,hangulfont_9.tex.png:98,exact ff7K(PC).tbl byte position
CC 20,jafont_19.tex,CC,20,32,3,1,U+D53D,픽,hangulfont_9.tex.png:99,exact ff7K(PC).tbl byte position
CC 21,jafont_19.tex,CC,21,33,3,2,U+D540,핀,hangulfont_9.tex.png:9A,exact ff7K(PC).tbl byte position
CC 22,jafont_19.tex,CC,22,34,3,3,U+D544,필,hangulfont_9.tex.png:9B,exact ff7K(PC).tbl byte position
CC 23,jafont_19.tex,CC,23,35,3,4,U+D54C,핌,hangulfont_9.tex.png:9C,exact ff7K(PC).tbl byte position
CC 24,jafont_19.tex,CC,24,36,3,5,U+D54D,핍,hangulfont_9.tex.png:9D,exact ff7K(PC).tbl byte position
CC 25,jafont_19.tex,CC,25,37,3,6,U+D54F,핏,hangulfont_9.tex.png:9E,exact ff7K(PC).tbl byte position
CC 26,jafont_19.tex,CC,26,38,3,7,U+D551,핑,hangulfont_9.tex.png:9F,exact ff7K(PC).tbl byte position
CC 27,jafont_19.tex,CC,27,39,3,8,U+D558,하,hangulfont_9.tex.png:A0,exact ff7K(PC).tbl byte position
CC 28,jafont_19.tex,CC,28,40,3,9,U+D559,학,hangulfont_9.tex.png:A1,exact ff7K(PC).tbl byte position
CC 29,jafont_19.tex,CC,29,41,3,10,U+D55C,한,hangulfont_9.tex.png:A2,exact ff7K(PC).tbl byte position
CC 2A,jafont_19.tex,CC,2A,42,3,11,U+D560,할,hangulfont_9.tex.png:A3,exact ff7K(PC).tbl byte position
CC 2B,jafont_19.tex,CC,2B,43,3,12,U+D565,핥,hangulfont_9.tex.png:A4,exact ff7K(PC).tbl byte position
CC 2C,jafont_19.tex,CC,2C,44,3,13,U+D568,함,hangulfont_9.tex.png:A5,exact ff7K(PC).tbl byte position
CC 2D,jafont_19.tex,CC,2D,45,3,14,U+D569,합,hangulfont_9.tex.png:A6,exact ff7K(PC).tbl byte position
CC 2E,jafont_19.tex,CC,2E,46,3,15,U+D56B,핫,hangulfont_9.tex.png:A7,exact ff7K(PC).tbl byte position
CC 2F,jafont_19.tex,CC,2F,47,3,16,U+D56D,항,hangulfont_9.tex.png:A8,exact ff7K(PC).tbl byte position
CC 30,jafont_19.tex,CC,30,48,4,1,U+D574,해,hangulfont_9.tex.png:A9,exact ff7K(PC).tbl byte position
CC 31,jafont_19.tex,CC,31,49,4,2,U+D575,핵,hangulfont_9.tex.png:AA,exact ff7K(PC).tbl byte position
CC 32,jafont_19.tex,CC,32,50,4,3,U+D578,핸,hangulfont_9.tex.png:AB,exact ff7K(PC).tbl byte position
CC 33,jafont_19.tex,CC,33,51,4,4,U+D57C,핼,hangulfont_9.tex.png:AC,exact ff7K(PC).tbl byte position
CC 35,jafont_19.tex,CC,35,53,4,6,U+D584,햄,hangulfont_9.tex.png:AD,exact ff7K(PC).tbl byte position
CC 36,jafont_19.tex,CC,36,54,4,7,U+D585,햅,hangulfont_9.tex.png:AE,exact ff7K(PC).tbl byte position
CC 37,jafont_19.tex,CC,37,55,4,8,U+D587,햇,hangulfont_9.tex.png:AF,exact ff7K(PC).tbl byte position
CC 38,jafont_19.tex,CC,38,56,4,9,U+D588,했,hangulfont_9.tex.png:B0,exact ff7K(PC).tbl byte position
CC 39,jafont_19.tex,CC,39,57,4,10,U+D589,행,hangulfont_9.tex.png:B1,exact ff7K(PC).tbl byte position
CC 3A,jafont_19.tex,CC,3A,58,4,11,U+D590,햐,hangulfont_9.tex.png:B2,exact ff7K(PC).tbl byte position
CC 3B,jafont_19.tex,CC,3B,59,4,12,U+D5A5,향,hangulfont_9.tex.png:B3,exact ff7K(PC).tbl byte position
CC 3C,jafont_19.tex,CC,3C,60,4,13,U+D5C8,허,hangulfont_9.tex.png:B4,exact ff7K(PC).tbl byte position
CC 3D,jafont_19.tex,CC,3D,61,4,14,U+D5C9,헉,hangulfont_9.tex.png:B5,exact ff7K(PC).tbl byte position
CC 3E,jafont_19.tex,CC,3E,62,4,15,U+D5CC,헌,hangulfont_9.tex.png:B6,exact ff7K(PC).tbl byte position
CC 3F,jafont_19.tex,CC,3F,63,4,16,U+D5D0,헐,hangulfont_9.tex.png:B7,exact ff7K(PC).tbl byte position
CC 40,jafont_19.tex,CC,40,64,5,1,U+D5D2,헒,hangulfont_9.tex.png:B8,exact ff7K(PC).tbl byte position
CC 41,jafont_19.tex,CC,41,65,5,2,U+D5D8,험,hangulfont_9.tex.png:B9,exact ff7K(PC).tbl byte position
CC 42,jafont_19.tex,CC,42,66,5,3,U+D5D9,헙,hangulfont_9.tex.png:BA,exact ff7K(PC).tbl byte position
CC 43,jafont_19.tex,CC,43,67,5,4,U+D5DB,헛,hangulfont_9.tex.png:BB,exact ff7K(PC).tbl byte position
CC 44,jafont_19.tex,CC,44,68,5,5,U+D5DD,헝,hangulfont_9.tex.png:BC,exact ff7K(PC).tbl byte position
CC 45,jafont_19.tex,CC,45,69,5,6,U+D5E4,헤,hangulfont_9.tex.png:BD,exact ff7K(PC).tbl byte position
CC 46,jafont_19.tex,CC,46,70,5,7,U+D5E5,헥,hangulfont_9.tex.png:BE,exact ff7K(PC).tbl byte position
CC 47,jafont_19.tex,CC,47,71,5,8,U+D5E8,헨,hangulfont_9.tex.png:BF,exact ff7K(PC).tbl byte position
CC 48,jafont_19.tex,CC,48,72,5,9,U+D5EC,헬,hangulfont_9.tex.png:C0,exact ff7K(PC).tbl byte position
CC 4A,jafont_19.tex,CC,4A,74,5,11,U+D5F4,헴,hangulfont_9.tex.png:C1,exact ff7K(PC).tbl byte position
CC 4B,jafont_19.tex,CC,4B,75,5,12,U+D5F5,헵,hangulfont_9.tex.png:C2,exact ff7K(PC).tbl byte position
CC 4C,jafont_19.tex,CC,4C,76,5,13,U+D5F7,헷,hangulfont_9.tex.png:C3,exact ff7K(PC).tbl byte position
CC 4D,jafont_19.tex,CC,4D,77,5,14,U+D5F9,헹,hangulfont_9.tex.png:C4,exact ff7K(PC).tbl byte position
CC 4E,jafont_19.tex,CC,4E,78,5,15,U+D600,혀,hangulfont_9.tex.png:C5,exact ff7K(PC).tbl byte position
CC 4F,jafont_19.tex,CC,4F,79,5,16,U+D601,혁,hangulfont_9.tex.png:C6,exact ff7K(PC).tbl byte position
CC 50,jafont_19.tex,CC,50,80,6,1,U+D604,현,hangulfont_9.tex.png:C7,exact ff7K(PC).tbl byte position
CC 51,jafont_19.tex,CC,51,81,6,2,U+D608,혈,hangulfont_9.tex.png:C8,exact ff7K(PC).tbl byte position
CC 52,jafont_19.tex,CC,52,82,6,3,U+D610,혐,hangulfont_9.tex.png:C9,exact ff7K(PC).tbl byte position
CC 53,jafont_19.tex,CC,53,83,6,4,U+D611,협,hangulfont_9.tex.png:CA,exact ff7K(PC).tbl byte position
CC 54,jafont_19.tex,CC,54,84,6,5,U+D613,혓,hangulfont_9.tex.png:CB,exact ff7K(PC).tbl byte position
CC 55,jafont_19.tex,CC,55,85,6,6,U+D614,혔,hangulfont_9.tex.png:CC,exact ff7K(PC).tbl byte position
CC 56,jafont_19.tex,CC,56,86,6,7,U+D615,형,hangulfont_9.tex.png:CD,exact ff7K(PC).tbl byte position
CC 57,jafont_19.tex,CC,57,87,6,8,U+D61C,혜,hangulfont_9.tex.png:CE,exact ff7K(PC).tbl byte position
CC 58,jafont_19.tex,CC,58,88,6,9,U+D620,혠,hangulfont_9.tex.png:CF,exact ff7K(PC).tbl byte position
CC 59,jafont_19.tex,CC,59,89,6,10,U+D624,혤,hangulfont_9.tex.png:D0,exact ff7K(PC).tbl byte position
CC 5A,jafont_19.tex,CC,5A,90,6,11,U+D62D,혭,hangulfont_9.tex.png:D1,exact ff7K(PC).tbl byte position
CC 5B,jafont_19.tex,CC,5B,91,6,12,U+D638,호,hangulfont_9.tex.png:D2,exact ff7K(PC).tbl byte position
CC 5C,jafont_19.tex,CC,5C,92,6,13,U+D639,혹,hangulfont_9.tex.png:D3,exact ff7K(PC).tbl byte position
CC 5D,jafont_19.tex,CC,5D,93,6,14,U+D63C,혼,hangulfont_9.tex.png:D4,exact ff7K(PC).tbl byte position
CC 5F,jafont_19.tex,CC,5F,95,6,16,U+D640,홀,hangulfont_9.tex.png:D5,exact ff7K(PC).tbl byte position
CC 60,jafont_19.tex,CC,60,96,7,1,U+D645,홅,hangulfont_9.tex.png:D6,exact ff7K(PC).tbl byte position
CC 61,jafont_19.tex,CC,61,97,7,2,U+D648,홈,hangulfont_9.tex.png:D7,exact ff7K(PC).tbl byte position
CC 62,jafont_19.tex,CC,62,98,7,3,U+D649,홉,hangulfont_9.tex.png:D8,exact ff7K(PC).tbl byte position
CC 63,jafont_19.tex,CC,63,99,7,4,U+D64B,홋,hangulfont_9.tex.png:D9,exact ff7K(PC).tbl byte position
CC 64,jafont_19.tex,CC,64,100,7,5,U+D64D,홍,hangulfont_9.tex.png:DA,exact ff7K(PC).tbl byte position
CC 65,jafont_19.tex,CC,65,101,7,6,U+D651,홑,hangulfont_9.tex.png:DB,exact ff7K(PC).tbl byte position
CC 66,jafont_19.tex,CC,66,102,7,7,U+D654,화,hangulfont_9.tex.png:DC,exact ff7K(PC).tbl byte position
CC 67,jafont_19.tex,CC,67,103,7,8,U+D655,확,hangulfont_9.tex.png:DD,exact ff7K(PC).tbl byte position
CC 68,jafont_19.tex,CC,68,104,7,9,U+D658,환,hangulfont_9.tex.png:DE,exact ff7K(PC).tbl byte position
CC 69,jafont_19.tex,CC,69,105,7,10,U+D65C,활,hangulfont_9.tex.png:DF,exact ff7K(PC).tbl byte position
CC 6A,jafont_19.tex,CC,6A,106,7,11,U+D667,홧,hangulfont_9.tex.png:E0,exact ff7K(PC).tbl byte position
CC 6B,jafont_19.tex,CC,6B,107,7,12,U+D669,황,hangulfont_9.tex.png:E1,exact ff7K(PC).tbl byte position
CC 6C,jafont_19.tex,CC,6C,108,7,13,U+D670,홰,hangulfont_9.tex.png:E2,exact ff7K(PC).tbl byte position
CC 6D,jafont_19.tex,CC,6D,109,7,14,U+D671,홱,hangulfont_9.tex.png:E3,exact ff7K(PC).tbl byte position
CC 6E,jafont_19.tex,CC,6E,110,7,15,U+D674,홴,hangulfont_9.tex.png:E4,exact ff7K(PC).tbl byte position
CC 6F,jafont_19.tex,CC,6F,111,7,16,U+D683,횃,hangulfont_9.tex.png:E5,exact ff7K(PC).tbl byte position
CC 70,jafont_19.tex,CC,70,112,8,1,U+D685,횅,hangulfont_9.tex.png:E6,exact ff7K(PC).tbl byte position
CC 71,jafont_19.tex,CC,71,113,8,2,U+D68C,회,hangulfont_9.tex.png:E7,exact ff7K(PC).tbl byte position
CC 72,jafont_19.tex,CC,72,114,8,3,U+D68D,획,hangulfont_9.tex.png:E8,exact ff7K(PC).tbl byte position
CC 74,jafont_19.tex,CC,74,116,8,5,U+D690,횐,hangulfont_9.tex.png:E9,exact ff7K(PC).tbl byte position
CC 75,jafont_19.tex,CC,75,117,8,6,U+D694,횔,hangulfont_9.tex.png:EA,exact ff7K(PC).tbl byte position
CC 76,jafont_19.tex,CC,76,118,8,7,U+D69D,횝,hangulfont_9.tex.png:EB,exact ff7K(PC).tbl byte position
CC 77,jafont_19.tex,CC,77,119,8,8,U+D69F,횟,hangulfont_9.tex.png:EC,exact ff7K(PC).tbl byte position
CC 78,jafont_19.tex,CC,78,120,8,9,U+D6A1,횡,hangulfont_9.tex.png:ED,exact ff7K(PC).tbl byte position
CC 79,jafont_19.tex,CC,79,121,8,10,U+D6A8,효,hangulfont_9.tex.png:EE,exact ff7K(PC).tbl byte position
CC 7A,jafont_19.tex,CC,7A,122,8,11,U+D6AC,횬,hangulfont_9.tex.png:EF,exact ff7K(PC).tbl byte position
CC 7B,jafont_19.tex,CC,7B,123,8,12,U+D6B0,횰,hangulfont_9.tex.png:F0,exact ff7K(PC).tbl byte position
CC 7C,jafont_19.tex,CC,7C,124,8,13,U+D6B9,횹,hangulfont_9.tex.png:F1,exact ff7K(PC).tbl byte position
CC 7D,jafont_19.tex,CC,7D,125,8,14,U+D6BB,횻,hangulfont_9.tex.png:F2,exact ff7K(PC).tbl byte position
CC 7E,jafont_19.tex,CC,7E,126,8,15,U+D6C4,후,hangulfont_9.tex.png:F3,exact ff7K(PC).tbl byte position
CC 7F,jafont_19.tex,CC,7F,127,8,16,U+D6C5,훅,hangulfont_9.tex.png:F4,exact ff7K(PC).tbl byte position
CC 80,jafont_19.tex,CC,80,128,9,1,U+D6C8,훈,hangulfont_9.tex.png:F5,exact ff7K(PC).tbl byte position
CC 81,jafont_19.tex,CC,81,129,9,2,U+D6CC,훌,hangulfont_9.tex.png:F6,exact ff7K(PC).tbl byte position
CC 82,jafont_19.tex,CC,82,130,9,3,U+D6D1,훑,hangulfont_9.tex.png:F7,exact ff7K(PC).tbl byte position
CC 83,jafont_19.tex,CC,83,131,9,4,U+D6D4,훔,hangulfont_9.tex.png:F8,exact ff7K(PC).tbl byte position
CC 84,jafont_19.tex,CC,84,132,9,5,U+D6D7,훗,hangulfont_9.tex.png:F9,exact ff7K(PC).tbl byte position
CC 85,jafont_19.tex,CC,85,133,9,6,U+D6D9,훙,hangulfont_9.tex.png:FA,exact ff7K(PC).tbl byte position
CC 86,jafont_19.tex,CC,86,134,9,7,U+D6E0,훠,hangulfont_9.tex.png:FB,exact ff7K(PC).tbl byte position
CC 87,jafont_19.tex,CC,87,135,9,8,U+D6E4,훤,hangulfont_9.tex.png:FC,exact ff7K(PC).tbl byte position
CC 89,jafont_19.tex,CC,89,137,9,10,U+D6E8,훨,hangulfont_9.tex.png:FD,exact ff7K(PC).tbl byte position
CC 8A,jafont_19.tex,CC,8A,138,9,11,U+D6F0,훰,hangulfont_9.tex.png:FE,exact ff7K(PC).tbl byte position
CC 8B,jafont_19.tex,CC,8B,139,9,12,U+D6F5,훵,hangulfont_9.tex.png:FF,exact ff7K(PC).tbl byte position
CC 8C,jafont_19.tex,CC,8C,140,9,13,U+D6FC,훼,hangulfont_10.tex.png:00,exact ff7K(PC).tbl byte position
CC 8D,jafont_19.tex,CC,8D,141,9,14,U+D6FD,훽,hangulfont_10.tex.png:01,exact ff7K(PC).tbl byte position
CC 8E,jafont_19.tex,CC,8E,142,9,15,U+D700,휀,hangulfont_10.tex.png:02,exact ff7K(PC).tbl byte position
CC 8F,jafont_19.tex,CC,8F,143,9,16,U+D704,휄,hangulfont_10.tex.png:03,exact ff7K(PC).tbl byte position
CC 90,jafont_19.tex,CC,90,144,10,1,U+D711,휑,hangulfont_10.tex.png:04,exact ff7K(PC).tbl byte position
CC 91,jafont_19.tex,CC,91,145,10,2,U+D718,휘,hangulfont_10.tex.png:05,exact ff7K(PC).tbl byte position
CC 92,jafont_19.tex,CC,92,146,10,3,U+D719,휙,hangulfont_10.tex.png:06,exact ff7K(PC).tbl byte position
CC 93,jafont_19.tex,CC,93,147,10,4,U+D71C,휜,hangulfont_10.tex.png:07,exact ff7K(PC).tbl byte position
CC 94,jafont_19.tex,CC,94,148,10,5,U+D720,휠,hangulfont_10.tex.png:08,exact ff7K(PC).tbl byte position
CC 95,jafont_19.tex,CC,95,149,10,6,U+D728,휨,hangulfont_10.tex.png:09,exact ff7K(PC).tbl byte position
CC 96,jafont_19.tex,CC,96,150,10,7,U+D729,휩,hangulfont_10.tex.png:0A,exact ff7K(PC).tbl byte position
CC 97,jafont_19.tex,CC,97,151,10,8,U+D72B,휫,hangulfont_10.tex.png:0B,exact ff7K(PC).tbl byte position
CC 98,jafont_19.tex,CC,98,152,10,9,U+D72D,휭,hangulfont_10.tex.png:0C,exact ff7K(PC).tbl byte position
CC 99,jafont_19.tex,CC,99,153,10,10,U+D734,휴,hangulfont_10.tex.png:0D,exact ff7K(PC).tbl byte position
CC 9A,jafont_19.tex,CC,9A,154,10,11,U+D735,휵,hangulfont_10.tex.png:0E,exact ff7K(PC).tbl byte position
CC 9B,jafont_19.tex,CC,9B,155,10,12,U+D738,휸,hangulfont_10.tex.png:0F,exact ff7K(PC).tbl byte position
CC 9C,jafont_19.tex,CC,9C,156,10,13,U+D73C,휼,hangulfont_10.tex.png:10,exact ff7K(PC).tbl byte position
